cumulative_targets_percent,cumulative_assignments_percent
55.09987464,17.20341666
55.15013719,17.21910976
55.20010407,17.23471054
55.25007096,17.25031132
55.30003784,17.26646598
55.35000473,17.29766754
55.39997162,17.32886911
55.44993850,17.36007067
55.49990539,17.39127224
55.54987227,17.42247380
55.60013482,17.45385999
55.65010171,17.48506156
55.70006859,17.51626312
55.75003548,17.54746469
55.80000237,17.57866625
55.84996925,17.60986782
55.89993614,17.64106938
55.94990302,17.67227095
55.99986991,17.70347251
56.05013246,17.73485870
56.10009934,17.76606027
56.15006623,17.79726183
56.20003311,17.82846340
56.25000000,17.85966496
56.29996689,17.89086653
56.34993377,17.92206809
56.39990066,17.95326966
56.44986754,17.98447122
56.50013009,18.01585741
56.55009698,18.04705898
56.60006386,18.07826054
56.65003075,18.10946211
56.69999763,18.14066367
56.74996452,18.17186524
56.79993141,18.20306680
56.84989829,18.23426836
56.89986518,18.26546993
56.95012773,18.29685612
57.00009461,18.32805768
57.05006150,18.35925925
57.10002838,18.39046081
57.14999527,18.42166238
57.19996216,18.45286394
57.24992904,18.48406551
57.29989593,18.51526707
57.34986281,18.54646864
57.40012536,18.57785483
57.45009225,18.60905639
57.50005913,18.64025796
57.55002602,18.67145952
